Name,Team,G,PA,AB,H,HR,R,RBI,SB,AVG,MLBAMID
Trevor Larnach,Twins,51,180,160,37,5,22,18,0,0.231,663616
Ernie Clement,Athletics,70,179,163,30,0,19,6,0,0.184,676391
Jake Cave,Twins,54,177,164,35,5,17,20,2,0.213,595909
Tucupita Marcano,Pirates,49,177,160,33,2,18,13,2,0.206,672779
Rob Refsnyder,Sox,57,177,153,47,6,25,21,1,0.307,608701
Austin Wynns,Giants,66,177,162,42,3,14,21,0,0.259,642851
Curt Casali,Mariners,57,176,148,30,5,20,17,0,0.203,592200
José Barrero,Reds,48,174,165,25,2,13,10,4,0.152,676480
Lewin Díaz,Marlins,58,174,160,27,5,12,11,1,0.169,650331
Tyler Heineman,Pirates,62,174,157,34,0,16,9,1,0.217,623168
Edward Olivares,Royals,53,174,161,46,4,24,15,2,0.286,658668
Ryan McKenna,Orioles,105,172,156,37,2,23,11,2,0.237,663630
Oswaldo Cabrera,Yankees,44,171,154,38,6,21,19,3,0.247,665828
Nomar Mazara,Padres,55,171,159,42,2,16,18,0,0.264,608577
Charles Leblanc,Marlins,48,169,156,41,4,18,11,4,0.263,641779
Jason Delay,Pirates,57,167,155,33,1,17,11,0,0.213,641511
Johan Camargo,Phillies,52,166,152,36,3,8,15,0,0.237,622666
Luis Torrens,Mariners,57,166,151,34,3,13,15,0,0.225,620443
Tyler Wade,Angels,67,163,147,32,1,22,8,8,0.218,642180
Vidal Bruján,Rays,52,162,147,24,3,13,16,5,0.163,660644
Kyle Garlick,Twins,66,162,150,35,9,23,18,0,0.233,664247
Mike Brosseau,Brewers,70,160,141,36,6,15,23,2,0.255,670712
Jake Meyers,Astros,52,160,150,34,1,13,15,2,0.227,676694
Hanser Alberto,Dodgers,73,159,156,38,2,13,15,0,0.244,593643
Kurt Suzuki,Angels,51,159,139,25,4,10,15,0,0.18,435559
Lorenzo Cain,Brewers,43,156,145,26,1,17,9,2,0.179,456715
Vaughn Grissom,Braves,41,156,141,41,5,24,18,5,0.291,687093
Alex Kirilloff,Twins,45,156,144,36,3,14,21,0,0.25,666135
Alejo Lopez,Reds,61,156,145,38,1,15,10,3,0.262,664670
Riley Adams,Nationals,48,155,142,25,5,14,10,0,0.176,656180
Matt Carpenter,Yankees,47,154,128,39,15,28,37,0,0.305,572761
Shea Langeliers,Athletics,40,153,142,31,6,14,22,0,0.218,669127
Dominic Smith,Mets,58,152,134,26,0,11,17,0,0.194,642086
Jason Heyward,Cubs,48,151,137,28,1,15,10,1,0.204,518792
Kevin Smith,Athletics,47,151,139,25,2,9,13,4,0.18,675656
Mike Ford,Angels,50,149,131,27,3,9,10,0,0.206,645801
Austin Meadows,Tigers,36,147,128,32,0,9,11,0,0.25,640457
Ryan O'Hearn,Royals,67,145,134,32,1,14,16,0,0.239,656811
Darick Hall,Phillies,42,142,136,34,9,19,16,0,0.25,669742
Miguel Andujar,Pirates,36,140,132,31,1,13,17,4,0.235,609280
Stephen Piscotty,Athletics,42,139,126,24,5,12,14,2,0.19,572039
Austin Romine,Reds,51,136,129,20,3,10,9,0,0.155,519222
Luke Williams,Marlins,79,136,127,30,1,21,6,11,0.236,663897
Greg Allen,Pirates,46,134,118,22,2,17,8,8,0.186,656185
Gunnar Henderson,Orioles,34,132,116,30,4,12,18,1,0.259,683002
Sam Huff,Rangers,44,132,121,29,4,9,10,1,0.24,669087
Michael Pérez,Mets,45,132,121,18,6,10,14,1,0.149,605421
Alex Call,Nationals,47,131,114,27,5,18,13,3,0.237,669743
Alcides Escobar,Nationals,42,131,124,27,0,12,8,1,0.218,444876
Andy Ibáñez,Rangers,40,128,119,26,1,13,9,3,0.218,628451
Óscar Mercado,Guardians,55,128,121,25,4,17,16,2,0.207,640458
Colin Moran,Reds,42,128,109,23,5,11,23,0,0.211,592567
David Bote,Cubs,41,127,116,30,4,15,12,1,0.259,623520
Kody Clemens,Tigers,57,127,117,17,5,13,17,1,0.145,665019
Seth Beer,Diamondbacks,38,126,111,21,1,4,9,0,0.189,666179
Dérmis Garcia,Athletics,39,125,116,24,5,13,20,0,0.207,660650
Alan Trejo,Rockies,35,125,118,32,4,15,17,1,0.271,676701
Charlie Culberson,Rangers,70,124,115,29,2,19,12,2,0.252,518586
Jose Herrera,Diamondbacks,47,124,111,21,0,9,5,0,0.189,645444
Bligh Madris,Pirates,39,123,113,20,1,10,7,2,0.177,676632
Richie Palacios,Guardians,54,123,112,26,0,7,10,2,0.232,680700
Mike Zunino,Rays,36,123,115,17,5,7,16,0,0.148,572287
Nate Eaton,Royals,44,122,106,28,1,16,12,11,0.264,681987
Garrett Stubbs,Phillies,50,121,106,28,5,19,16,2,0.264,596117
Michael Toglia,Rockies,31,120,111,24,2,10,12,1,0.216,669911
Taylor Trammell,Mariners,43,117,102,20,4,15,10,2,0.196,666211
Eli White,Rangers,47,117,105,21,3,16,10,12,0.2,642201
Bradley Zimmer,Jays,109,117,105,13,2,18,5,3,0.124,605548
Skye Bolt,Athletics,42,116,106,21,4,10,13,5,0.198,621450
Corbin Carroll,Diamondbacks,32,115,104,27,4,13,14,2,0.26,682998
Aramis Garcia,Reds,47,115,108,23,1,6,4,0,0.213,605244
Kerry Carpenter,Tigers,31,113,103,26,6,16,10,0,0.252,681481
Mickey Moniak,Angels,37,112,106,18,3,13,8,1,0.17,666160
Jake Lamb,Mariners,41,111,97,21,3,13,6,0,0.216,571875
Jason Vosler,Giants,36,111,98,26,4,14,12,1,0.265,613564
Ehire Adrianza,Braves,37,110,97,17,0,8,7,1,0.175,501303
Stuart Fairchild,Reds,46,110,97,24,5,14,6,0,0.247,656413
Romy Gonzalez,Sox,32,109,105,25,2,15,11,0,0.238,663853
Drew Waters,Royals,32,109,96,23,5,14,18,0,0.24,671221
Zack Collins,Pirates,36,108,97,15,4,9,11,0,0.155,641470
Spencer Steer,Reds,28,108,95,20,2,12,8,0,0.211,668715
Danny Mendick,Sox,31,106,97,28,3,22,15,1,0.289,664901
Robinson Canó,Braves,33,104,100,15,1,5,4,0,0.15,429664
Michael Papierski,Reds,39,103,91,13,1,7,4,0,0.143,657709
Terrin Vavra,Orioles,40,103,89,23,1,14,12,0,0.258,679631
Peyton Burdick,Marlins,32,102,92,19,4,8,11,1,0.207,680814
Josh Jung,Rangers,26,102,98,20,5,9,14,2,0.204,673962
Kyle Stowers,Orioles,34,98,91,23,3,11,11,0,0.253,669065
Sean Bouchard,Rockies,27,97,74,22,3,9,11,0,0.297,656248
Travis Demeritte,Braves,26,96,89,19,3,9,6,0,0.213,641513
Magneuris Sierra,Angels,45,96,91,15,0,7,5,6,0.165,642423
Triston Casas,Sox,27,95,76,15,5,11,12,1,0.197,671213
Nick Solak,Rangers,35,95,82,17,3,14,4,3,0.207,669256
Nolan Jones,Guardians,28,94,86,21,2,10,13,0,0.244,666134
Buddy Kennedy,Diamondbacks,30,94,83,18,1,10,12,0,0.217,671083
Derek Hill,Tigers,31,92,83,19,1,8,3,3,0.229,656537
Edwin Rios,Dodgers,27,92,86,21,7,12,17,0,0.244,621458
Jonathan Davis,Brewers,37,91,76,17,0,9,4,7,0.224,641505
Mark Mathias,Rangers,30,91,81,20,6,13,20,3,0.247,664029
Jason Castro,Astros,34,88,78,9,1,6,3,1,0.115,488771
Jonathan Aranda,Rays,32,87,78,15,2,10,6,0,0.192,666018
Roman Quinn,Rays,44,87,79,17,0,15,7,4,0.215,596451
Tyler Freeman,Guardians,24,86,77,19,0,9,3,1,0.247,671289
Sandy León,Twins,34,86,71,12,0,6,4,0,0.169,506702
Luis Barrera,Athletics,32,85,77,18,1,3,7,3,0.234,642456
Nick Maton,Phillies,35,85,72,18,5,13,17,0,0.25,665155
Andrelton Simmons,Cubs,35,85,75,13,0,8,7,4,0.173,592743
Stone Garrett,Diamondbacks,27,84,76,21,4,13,10,3,0.276,656448
Ryan Kreidler,Tigers,26,84,73,13,1,8,6,0,0.178,668952
Yermín Mercedes,Giants,31,83,73,17,1,9,8,0,0.233,606213
René Pinto,Rays,25,83,80,17,2,5,10,0,0.212,650907
Guillermo Heredia,Braves,74,82,76,12,3,12,8,0,0.158,628338
Jake Marisnick,Pirates,31,82,77,18,2,9,6,2,0.234,545350
Jerar Encarnacion,Marlins,23,81,77,14,3,7,14,2,0.182,666464
Matt Thaiss,Angels,29,81,69,15,2,9,8,1,0.217,642136
Steven Duggar,Angels,29,80,72,11,0,7,4,5,0.153,621453
Donovan Walton,Giants,25,78,76,12,1,9,8,0,0.158,622268
Phil Gosselin,Angels,34,77,74,11,0,6,2,0,0.149,594838
Jermaine Palacios,Twins,30,77,70,10,2,8,6,0,0.143,650339
Meibrys Viloria,Rangers,26,75,63,10,2,10,5,0,0.159,650619
Jack Mayfield,Angels,23,74,70,13,1,8,6,1,0.186,608686
Michael Hermosillo,Cubs,31,73,61,7,0,7,4,1,0.115,641684
Gabriel Moreno,Jays,25,73,69,22,1,10,7,0,0.319,672515
Patrick Mazeika,Mets,24,72,68,13,1,4,6,0,0.191,664850
Luke Raley,Rays,22,72,61,12,1,7,4,0,0.197,670042
J.J. Matijevic,Astros,32,71,67,14,2,7,5,1,0.209,656695
Miguel Sanó,Twins,20,71,60,5,1,1,3,1,0.083,593934
Cal Stevenson,Athletics,23,71,60,10,0,5,1,1,0.167,670276
Daz Cameron,Tigers,21,70,64,14,1,6,8,2,0.219,663662
Roberto Pérez,Pirates,21,69,60,14,2,8,8,0,0.233,547379
Michael Stefanic,Angels,25,69,61,12,0,5,0,0,0.197,683021
Garrett Mitchell,Brewers,28,68,61,19,2,9,9,8,0.311,669003
Chris Owings,Orioles,27,68,56,6,0,6,0,1,0.107,572008
Jordan Groshans,Marlins,17,65,61,16,1,9,2,0,0.262,677954
Matt Wallner,Twins,18,65,57,13,2,4,10,1,0.228,670242
Travis Jankowski,Mariners,44,64,55,9,0,11,2,3,0.164,608671
Cole Tucker,Pirates,18,63,63,11,0,3,2,1,0.175,657061
Willie Calhoun,Giants,22,62,52,7,1,7,3,0,0.135,641432
Juan Lagares,Angels,20,62,60,11,0,4,0,0,0.183,501571
Kyle Lewis,Mariners,18,62,56,8,3,6,5,0,0.143,641786
Will Benson,Guardians,28,61,55,10,0,8,3,0,0.182,666181
Mark Contreras,Twins,28,61,58,7,3,9,6,1,0.121,676628
Yairo Muñoz,Phillies,29,60,57,12,3,7,7,1,0.211,622168
Hoy Park,Pirates,23,60,51,11,2,7,6,1,0.216,660829
Chuckie Robinson,Reds,25,60,59,8,2,3,5,0,0.136,642020
Anthony Bemboom,Orioles,22,59,52,6,1,4,1,0,0.115,621532
Conner Capel,Athletics,22,59,52,16,3,7,11,1,0.308,668843
Jake Hager,Diamondbacks,28,59,50,12,0,4,3,0,0.24,606993
Livan Soto,Angels,18,59,55,22,1,9,9,1,0.4,670869
Dee Strange-Gordon,Nationals,23,59,59,18,0,6,2,3,0.305,543829
Gabriel Arias,Guardians,16,57,47,9,1,9,5,1,0.191,672356
David MacKinnon,Athletics,22,57,50,7,0,2,6,0,0.14,676950
Billy McKinney,Athletics,23,57,52,5,1,3,4,0,0.096,641856
Oswald Peraza,Yankees,18,57,49,15,1,8,2,2,0.306,672724
Jose Rojas,Angels,22,57,56,7,0,1,1,0,0.125,670351
Justin Upton,Mariners,17,57,48,6,1,2,3,0,0.125,457708
Connor Wong,Sox,27,56,48,9,1,8,7,0,0.188,657136
Willians Astudillo,Marlins,21,55,54,13,1,5,4,1,0.241,553902
Nick Ahmed,Diamondbacks,17,54,52,12,3,7,7,0,0.231,605113
Adalberto Mondesi,Royals,15,54,50,7,0,3,3,5,0.14,609275
Tres Barrera,Nationals,19,53,50,9,0,2,4,0,0.18,668663
Alec Burleson,Cardinals,16,53,48,9,1,4,3,1,0.188,676475
Jordan Diaz,Athletics,15,51,49,13,0,3,1,0,0.265,672478
Luis Campusano,Padres,16,50,48,12,1,4,5,0,0.25,669134
Miguel Vargas,Dodgers,18,50,47,8,1,4,8,1,0.17,678246
