Name,Team,G,PA,AB,H,HR,R,RBI,SB,AVG,MLBAMID
Lenyn Sosa,Sox,52,173,164,33,6,12,14,0,0.201,672820
Chad Wallach,Angels,65,172,157,31,7,18,15,0,0.197,595453
Raimel Tapia,Rays,64,169,148,35,3,28,13,10,0.236,606132
Tyler Freeman,Guardians,64,168,153,37,4,20,18,5,0.242,671289
Blake Perkins,Brewers,67,168,143,31,4,28,20,5,0.217,663368
Trevor Story,Sox,43,168,158,32,3,12,14,10,0.203,596115
Jose Trevino,Yankees,55,168,157,33,4,15,15,0,0.21,624431
Dylan Moore,Mariners,67,165,145,30,7,18,19,7,0.207,664238
Johan Rojas,Phillies,59,164,149,45,2,24,23,14,0.302,679032
Francisco Mejía,Rays,50,160,150,34,5,22,19,0,0.227,642336
Zach Remillard,Sox,54,160,147,37,1,16,18,4,0.252,621545
Tom Murphy,Mariners,47,159,145,42,8,19,17,0,0.29,608596
Riley Adams,Nationals,44,158,143,39,4,8,21,0,0.273,656180
Rougned Odor,Padres,59,157,138,28,4,21,18,2,0.203,596059
Miguel Amaya,Cubs,53,156,131,28,5,17,18,0,0.214,665804
Austin Nola,Padres,52,154,130,19,1,9,8,0,0.146,543592
Nelson Cruz,Padres,49,152,143,35,5,9,23,1,0.245,443558
Corey Dickerson,Nationals,50,152,144,36,2,12,17,0,0.25,572816
Jose Miranda,Twins,40,152,142,30,3,12,13,0,0.211,669304
Michael Toglia,Rockies,45,152,141,23,4,18,9,1,0.163,669911
Carson Kelly,Tigers,52,151,136,28,2,13,13,1,0.206,608348
Jonathan Schoop,Tigers,55,151,136,29,0,15,7,0,0.213,570731
José Barrero,Reds,46,149,133,29,2,15,17,3,0.218,676480
Willie Calhoun,Yankees,44,149,134,32,5,16,16,0,0.239,641432
Cam Gallagher,Guardians,56,149,143,18,0,6,7,0,0.126,595956
Miles Mastrobuoni,Cubs,61,149,133,32,1,24,5,13,0.241,670156
Enmanuel Valdez,Sox,49,149,139,37,6,17,19,5,0.266,665839
Kody Clemens,Phillies,49,148,139,32,4,15,13,0,0.23,665019
Billy McKinney,Yankees,48,147,128,29,6,19,14,1,0.227,641856
Omar Narváez,Mets,49,146,128,27,2,12,7,0,0.211,553882
Kevin Smith,Athletics,49,146,135,25,5,15,11,1,0.185,675656
Parker Meadows,Tigers,37,145,125,29,3,19,13,8,0.232,678009
Austin Wynns,Rockies,51,145,130,27,1,11,10,1,0.208,642851
AJ Pollock,Giants,54,144,133,22,5,15,15,0,0.165,572041
Wil Myers,Reds,37,141,127,24,3,11,12,2,0.189,571976
Davis Schneider,Jays,35,141,116,32,8,23,20,1,0.276,676914
David Villar,Giants,46,140,124,18,5,15,12,1,0.145,681584
Mike Zunino,Guardians,42,140,124,22,3,11,11,0,0.177,572287
Matthew Batten,Padres,43,139,120,31,2,19,11,2,0.258,676946
Ryan McKenna,Orioles,89,139,122,31,2,23,18,5,0.254,663630
Dairon Blanco,Royals,69,138,124,32,3,19,18,24,0.258,680118
Tyler Soderstrom,Athletics,45,138,125,20,3,9,7,0,0.16,691016
Masyn Winn,Cardinals,37,137,122,21,2,8,12,2,0.172,691026
Rafael Ortega,Mets,47,136,114,25,1,16,8,6,0.219,542364
Nolan Schanuel,Angels,29,132,109,30,1,19,6,0,0.275,694384
Brett Wisely,Giants,51,131,120,21,2,10,8,2,0.175,689172
Lawrence Butler,Athletics,42,129,123,26,4,10,10,0,0.211,671732
Nick Gonzales,Pirates,35,128,115,24,2,12,13,0,0.209,693304
Victor Robles,Nationals,36,126,107,32,0,15,8,8,0.299,645302
Garrett Stubbs,Phillies,41,125,113,23,1,15,12,2,0.204,596117
Tucker Barnhart,Cubs,47,123,109,22,1,6,9,1,0.202,571466
Noelvi Marte,Reds,35,123,114,36,3,15,15,6,0.316,682622
Alfonso Rivas III,Pirates,48,123,109,25,3,8,15,1,0.229,663845
Jacob Young,Nationals,33,121,107,27,0,9,12,13,0.252,696285
Luis Guillorme,Mets,54,120,107,24,1,12,9,0,0.224,641645
Jose Herrera,Diamondbacks,43,120,101,21,0,15,7,1,0.208,645444
Avisaíl García,Marlins,37,118,108,20,3,8,12,2,0.185,541645
Ji Man Choi,Padres,39,117,104,17,6,12,13,0,0.163,596847
Jared Walsh,Angels,39,116,104,13,4,10,11,0,0.125,665120
Jesús Aguilar,Athletics,36,115,104,23,5,8,9,0,0.221,542583
Josh Harrison,Phillies,41,114,103,21,2,8,10,0,0.204,543281
Jackie Bradley Jr.,Royals,43,113,105,14,1,10,6,0,0.133,598265
David Fry,Guardians,58,113,101,24,4,12,15,2,0.238,681807
Yu Chang,Sox,39,112,105,17,6,12,18,4,0.162,644374
Alika Williams,Pirates,46,112,101,20,0,7,6,0,0.198,675961
Tyler Nevin,Tigers,41,111,95,19,2,11,10,0,0.2,663527
Sam Haggerty,Mariners,52,108,91,23,1,13,5,10,0.253,664059
Ronny Mauricio,Mets,26,108,101,25,2,11,9,7,0.248,677595
Jonah Bride,Athletics,40,106,88,15,0,9,7,0,0.17,681146
René Pinto,Rays,39,105,103,26,6,10,16,0,0.252,650907
Jon Singleton,Astros,36,105,91,15,2,11,12,0,0.165,572138
Jonathan Davis,Marlins,34,104,90,22,2,22,10,1,0.244,641505
Jonathan Aranda,Rays,34,103,87,20,2,13,13,0,0.23,666018
Everson Pereira,Yankees,27,103,93,14,0,6,10,4,0.151,677592
José Azocar,Padres,55,102,91,21,2,16,9,8,0.231,640492
Dominic Fletcher,Diamondbacks,28,102,93,28,2,10,14,0,0.301,666150
Richie Palacios,Cardinals,32,102,93,24,6,9,16,2,0.258,680700
Eric Hosmer,Cubs,31,100,94,22,2,7,14,0,0.234,543333
Cade Marlowe,Mariners,34,100,88,21,3,14,11,4,0.239,687799
Luken Baker,Cardinals,33,99,86,18,2,9,10,0,0.209,663609
Matt Mervis,Cubs,27,99,90,15,3,8,11,0,0.167,670223
David Fletcher,Angels,33,97,89,22,2,7,12,0,0.247,664058
Romy Gonzalez,Sox,44,97,93,18,3,11,14,7,0.194,663853
Curt Casali,Reds,40,96,80,14,0,8,6,0,0.175,592200
Michael Chavis,Nationals,48,96,91,22,2,16,5,1,0.242,656308
Joey Bart,Giants,30,95,87,18,0,9,5,0,0.207,663698
Cristian Pache,Phillies,48,95,84,20,2,12,11,2,0.238,665506
Osleivis Basabe,Rays,31,94,87,19,1,15,12,0,0.218,678545
David Hensley,Astros,30,94,84,10,1,12,3,1,0.119,682073
Carter Kieboom,Nationals,27,94,87,18,4,12,11,0,0.207,666198
Andrew Velazquez,Angels,54,94,81,14,2,12,3,13,0.173,623205
Nick Gordon,Twins,34,93,91,16,2,13,7,0,0.176,624503
Curtis Mead,Rays,24,92,83,21,1,12,5,0,0.253,678554
Hunter Dozier,Royals,29,91,82,15,2,8,9,2,0.183,641531
Hanser Alberto,Sox,30,90,82,18,3,11,16,0,0.22,593643
Miguel Andujar,Pirates,30,90,84,21,4,9,18,2,0.25,609280
Jordan Luplow,Twins,39,90,77,16,2,11,5,2,0.208,656669
Ceddanne Rafaela,Sox,28,89,83,20,2,11,5,3,0.241,678882
Conner Capel,Athletics,32,86,73,19,0,6,3,5,0.26,668843
Brandon Dixon,Padres,33,86,79,16,2,10,9,1,0.203,641525
Henry Ramos,Reds,23,86,74,18,0,9,5,2,0.243,592656
Brayan Rocchio,Guardians,23,86,81,20,0,9,8,0,0.247,677587
Brett Sullivan,Padres,33,86,81,17,1,7,6,0,0.21,664954
Wilyer Abreu,Sox,28,85,76,24,2,10,14,3,0.316,677800
Vidal Bruján,Rays,37,84,76,13,0,14,6,3,0.171,660644
Xavier Edwards,Marlins,30,84,78,23,0,12,3,5,0.295,669364
Jake Marisnick,Dodgers,46,83,76,18,2,10,10,2,0.237,545350
Taylor Motter,Cardinals,29,82,76,13,0,3,2,0,0.171,600301
Michael Busch,Dodgers,27,81,72,12,2,9,7,1,0.167,683737
Yonathan Daza,Rockies,24,80,74,20,0,8,7,1,0.27,602074
Vaughn Grissom,Braves,23,80,75,21,0,5,9,0,0.28,687093
Nick Martini,Reds,29,79,72,19,6,10,16,0,0.264,605361
Ben Rortvedt,Yankees,32,79,68,8,2,6,4,0,0.118,666163
Mike Brosseau,Brewers,29,78,73,15,4,4,8,0,0.205,670712
Sam Hilliard,Braves,40,78,72,17,3,15,6,4,0.236,656541
Colton Cowser,Orioles,26,77,61,7,0,15,4,1,0.115,681297
Hunter Goodman,Rockies,23,77,70,14,1,6,17,1,0.2,696100
Clint Frazier,Sox,33,76,66,13,0,10,3,4,0.197,640449
Evan Carter,Rangers,23,75,62,19,5,15,12,3,0.306,694497
Austin Wells,Yankees,19,75,70,16,4,8,13,0,0.229,669224
Luke Voit,Brewers,22,74,68,15,0,5,4,2,0.221,572228
Garrett Mitchell,Brewers,19,73,65,16,3,10,7,1,0.246,669003
Matt Beaty,Royals,30,72,61,14,0,8,4,0,0.23,607461
Mark Mathias,Giants,27,72,62,14,0,6,6,3,0.226,664029
Franchy Cordero,Yankees,24,71,69,13,6,9,13,0,0.188,614173
Estevan Florial,Yankees,19,71,61,14,0,5,8,3,0.23,664314
Brett Phillips,Angels,40,71,63,11,3,9,6,3,0.175,621433
Michael Stefanic,Angels,25,71,62,18,0,5,6,0,0.29,683021
Korey Lee,Sox,24,70,65,5,1,4,3,0,0.077,686676
Dane Myers,Marlins,22,70,67,18,1,9,9,1,0.269,667472
Danny Mendick,Mets,35,69,65,12,1,4,4,1,0.185,664901
Samad Taylor,Royals,31,69,60,12,0,11,4,8,0.2,669392
Nick Loftin,Royals,19,68,62,20,0,10,10,2,0.323,679845
Tim Locastro,Mets,43,67,56,13,2,13,3,6,0.232,641796
Brad Miller,Rangers,27,67,56,12,1,8,6,0,0.214,543543
Jonathan Araúz,Mets,27,66,59,8,3,3,9,0,0.136,660620
Franmil Reyes,Royals,19,65,59,11,2,5,7,0,0.186,614177
Jason Vosler,Reds,20,65,62,10,3,6,10,0,0.161,613564
Juan Yepez,Cardinals,28,65,60,11,2,5,2,0,0.183,660766
Wade Meckler,Giants,20,64,56,13,0,6,4,0,0.232,685133
Jo Adell,Angels,17,62,58,12,3,7,6,1,0.207,666176
José Fermín,Cardinals,21,61,51,12,0,2,4,0,0.235,665877
Tomás Nido,Mets,22,61,56,7,0,5,1,0,0.125,621512
Heliot Ramos,Giants,25,60,56,10,1,5,2,0,0.179,671218
Bubba Thompson,Rangers,37,60,53,9,0,10,4,4,0.17,669352
Michael Brantley,Astros,15,57,54,15,2,7,7,0,0.278,488726
Darin Ruf,Brewers,20,57,49,11,0,3,3,0,0.224,573131
Trey Cabbage,Angels,22,56,53,11,1,5,7,1,0.208,663550
Nate Eaton,Royals,28,56,53,4,0,2,1,3,0.075,681987
Darick Hall,Phillies,18,56,54,9,1,2,3,0,0.167,669742
Taylor Trammell,Mariners,22,56,46,6,3,7,11,0,0.13,666211
Terrin Vavra,Orioles,27,56,49,12,0,9,5,1,0.245,679631
Tyler Wade,Athletics,26,55,51,13,0,8,2,4,0.255,642180
Jake Lamb,Angels,19,54,51,11,2,7,5,0,0.216,571875
Kyle Lewis,Diamondbacks,16,54,51,8,1,2,2,0,0.157,641786
Bobby Dalbec,Sox,21,53,49,10,1,6,1,1,0.204,666915
Carlos Pérez,Sox,27,53,49,10,1,5,3,0,0.204,656024
Jorge Alfaro,Sox,18,52,48,7,1,2,4,0,0.146,595751
Ernie Clement,Jays,30,52,50,19,1,7,10,1,0.38,676391
Derek Hill,Nationals,13,50,47,8,0,3,1,1,0.17,656537
