Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,MLBAMID,playerids,PlayerId
NYM,Mets,10,9,27,27,0,0,,152,654,146,71,65,14,126,57,,9,3.87718,1.34249,7.46322,3.3994,2.19545,0.841551,0.192236,0.0875607,0.10467486828565598,,0.248859,0.294941,0.721562,4.00287,626.9999999999999,4.124999999999999,632,4.157894736842105,1.99839,2.21981,15,330.6300048828125,25,NL,Clay Holmes,605280,13649,13649
LAA,Angels,7,9,24,35,0,1,,141,600,129,73,67,19,154,53,,6,4.26969,1.28722,9.81271,3.34741,2.93143,1.20292,0.256959,0.0876566,0.1693025380373001,,0.239272,0.300472,0.701352,3.94552,609.3000000000001,4.321276595744681,593,4.205673758865248,1.97184,1.37776,11,350.4599914550781,1,AL,Reid Detmers,672282,27468,27468
PIT,Pirates,7,7,22,44,0,1,,140,593,136,65,60,15,126,44,,6,3.85468,1.2895,8.11271,2.85955,2.83706,0.93796,0.212468,0.0748904,0.13757797330617905,,0.250263,0.301509,0.720499,3.76584,603.9,4.313571428571429,611,4.364285714285714,1.95565,2.07789,10,239.36000061035156,27,NL,Braxton Ashcraft,677952,23793,23793
TOR,Blue Jays,8,6,19,30,0,1,,120,494,112,54,50,15,113,29,,3,3.71278,1.17416,8.43116,2.15858,3.90588,1.13288,0.227769,0.0583142,0.16945445910096169,,0.243039,0.290635,0.727259,3.70375,546.3,4.552499999999999,539,4.491666666666666,1.95023,1.81917,10,474.0400085449219,14,AL,Shane Bieber,669456,19427,19427
BAL,Orioles,9,9,27,27,0,0,,153,647,141,77,71,22,151,52,,8,4.15289,1.25485,8.88627,3.02259,2.93995,1.27184,0.234098,0.0796264,0.15447156131267548,,0.239821,0.287674,0.712666,4.1545,617.0,4.032679738562091,601,3.9281045751633985,1.94911,1.60533,14,186.92999267578125,2,AL,Shane Baz,669358,22264,22264
BAL,Orioles,11,10,29,35,0,1,,170,730,167,87,80,23,155,57,,11,4.2573,1.31904,8.19234,3.02616,2.70717,1.1953,0.211933,0.0782858,0.13364730775356293,,0.252467,0.298271,0.710326,4.24785,650.8999999999999,3.828823529411764,661,3.888235294117647,1.94156,1.56639,14,359.3599853515625,2,AL,Chris Bassitt,605135,12304,12304
CHW,White Sox,5,5,3,78,5,15,,97,402,80,40,37,8,115,38,,3,3.43355,1.21599,10.7547,3.50634,3.06723,0.772891,0.287288,0.0936636,0.19362423568964005,,0.221105,0.301425,0.731279,3.12739,603.4000000000001,6.220618556701032,573,5.907216494845361,1.88609,1.4546,1,506.67999267578125,4,AL,Grant Taylor,691799,33927,33927
CHC,Cubs,10,8,25,25,0,0,,154,629,142,74,68,27,142,33,,4,3.98855,1.12895,8.24723,1.90911,4.31994,1.59195,0.225097,0.0521066,0.17299069464206696,,0.239187,0.270066,0.734405,4.31537,611.3000000000002,3.9694805194805207,592,3.844155844155844,1.88192,2.15059,13,157.92999267578125,17,NL,Shota Imanaga,684007,33829,33829
CHC,Cubs,9,8,25,25,0,0,,141,596,121,68,63,17,151,56,,8,3.98086,1.25145,9.60612,3.54022,2.71343,1.09243,0.253241,0.0933288,0.1599118933081627,,0.227726,0.285617,0.712582,3.91837,629.7,4.465957446808511,594,4.212765957446808,1.88123,1.94294,13,174.72000122070312,17,NL,Edward Cabrera,665795,21690,21690
TBR,Rays,7,7,22,34,0,1,,135,571,135,67,62,19,112,37,,5,4.12411,1.27145,7.4666,2.43356,3.06818,1.23772,0.196662,0.0640972,0.13256439566612244,,0.255954,0.293327,0.716801,4.18613,516.3,3.824444444444444,530,3.925925925925926,1.8511,1.48864,10,712.989990234375,12,AL,Steven Matz,571927,13361,13361
NYY,Yankees,8,7,22,22,0,0,,125,530,112,59,54,16,125,48,,6,3.90805,1.27098,8.96893,3.41624,2.62538,1.12937,0.235586,0.089734,0.14585216343402863,,0.234492,0.285856,0.729474,4.0594,525.0,4.2,505,4.04,1.84062,1.7412,12,116.62999725341797,9,AL,Cam Schlittler,693645,32095,32095
CLE,Guardians,5,4,0,68,30,3,,68,274,52,24,22,6,88,20,,3,2.93258,1.04532,11.6216,2.57711,4.50956,0.816233,0.322297,0.0714696,0.2508270815014839,,0.206864,0.292212,0.752593,2.74422,563.2,8.282352941176471,531,7.8088235294117645,1.83815,1.72284,0,39.90999984741211,5,AL,Cade Smith,671922,27867,27867
WSN,Nationals,7,8,22,37,0,1,,138,586,132,69,64,17,126,45,,6,4.15333,1.27868,8.17256,2.89929,2.81881,1.09169,0.214466,0.076084,0.13838250190019608,,0.247388,0.29439,0.700781,3.99845,571.9000000000001,4.144202898550725,572,4.144927536231884,1.82744,1.60989,10,999.0,24,NL,Foster Griffin,656492,16432,16432
TBR,Rays,4,4,0,67,11,12,,67,269,53,25,23,7,85,18,,2,3.09526,1.06911,11.4142,2.4831,4.59676,0.883261,0.315185,0.0685668,0.24661817401647568,,0.213752,0.296468,0.746245,2.81325,484.8999999999999,7.23731343283582,457,6.82089552238806,1.82587,1.5627,0,149.2100067138672,12,AL,Griffin Jax,643377,20253,20253
BOS,Red Sox,10,9,27,27,0,0,,152,652,149,78,71,17,124,53,,8,4.23507,1.332,7.37714,3.12142,2.36339,1.025,0.190594,0.0806442,0.10994984954595566,,0.252574,0.293661,0.699768,4.1767,593.3,3.90328947368421,604,3.973684210526316,1.81989,1.87683,14,421.4100036621094,3,AL,Brayan Bello,678394,23920,23920
SFG,Giants,10,11,30,30,0,0,,180,761,160,92,84,25,186,71,,7,4.22227,1.28503,9.30811,3.53844,2.63057,1.2604,0.244206,0.0928342,0.1513722911477089,,0.234587,0.286127,0.711769,4.18688,746.5,4.147222222222222,713,3.9611111111111112,1.81936,1.8841,15,166.44000244140625,30,NL,Robbie Ray,592662,11486,11486
MIL,Brewers,9,8,25,33,0,1,,142,605,116,70,64,18,161,65,,9,4.04699,1.27417,10.1789,4.1066,2.47868,1.15544,0.266353,0.107458,0.15889497846364975,,0.219396,0.279319,0.717634,4.09715,631.8,4.449295774647887,580,4.084507042253521,1.80713,1.83848,12,114.13999938964844,23,NL,Jacob Misiorowski,694819,31623,31623
TOR,Blue Jays,7,6,21,34,0,1,,122,513,101,56,52,15,137,51,,4,3.81912,1.24548,10.0825,3.7563,2.68417,1.0893,0.26745,0.0996398,0.16781014204025269,,0.221533,0.283195,0.728819,3.81992,568.7000000000002,4.661475409836067,528,4.327868852459017,1.80367,1.7254,10,194.2899932861328,14,AL,Trey Yesavage,702056,35456,35456
MIN,Twins,7,9,24,34,0,1,,139,590,132,74,68,19,135,49,,4,4.39314,1.30647,8.72085,3.17507,2.74667,1.23118,0.228102,0.0830467,0.14505498856306076,,0.246832,0.296197,0.695901,4.1286,566.7,4.076978417266187,563,4.0503597122302155,1.78336,1.18655,11,492.4599914550781,8,AL,Taj Bradley,671737,22543,22543
MIA,Marlins,6,6,19,27,0,1,,112,469,110,54,50,14,100,26,,6,4.01439,1.21662,8.04253,2.10474,3.82116,1.08794,0.213669,0.0559173,0.1577514037489891,,0.252458,0.299443,0.698682,3.78783,478.60000000000014,4.273214285714287,486,4.339285714285714,1.77105,1.51297,9,604.1099853515625,20,NL,Braxton Garrett,666129,21844,21844
ATH,Athletics,10,10,29,29,0,0,,166,703,164,91,84,27,141,53,,5,4.56219,1.30811,7.69365,2.85644,2.69344,1.49515,0.20135,0.0747558,0.12659451365470886,,0.253986,0.286345,0.703952,4.61965,577.9000000000001,3.4813253012048198,587,3.536144578313253,1.75225,1.36363,13,722.25,10,AL,Jeffrey Springs,605488,17677,17677
TEX,Rangers,9,9,27,27,0,0,,151,641,134,78,72,22,145,60,,7,4.289,1.28351,8.66391,3.55906,2.43432,1.31189,0.226811,0.0931723,0.13363919407129288,,0.233448,0.275364,0.709179,4.42537,587.4000000000001,3.8900662251655636,558,3.6953642384105962,1.75001,1.38122,13,230.7100067138672,13,AL,Jack Leiter,683004,30146,30146
ARI,Diamondbacks,10,10,29,29,0,0,,159,669,164,86,79,23,139,37,,7,4.50193,1.26571,7.90175,2.08327,3.79296,1.30163,0.208123,0.0548709,0.1532522700726986,,0.262214,0.304489,0.679057,4.0822,613.3000000000003,3.8572327044025174,642,4.037735849056604,1.73812,1.47619,13,588.5999755859375,15,NL,Brandon Pfaadt,694297,27782,27782
WSN,Nationals,7,9,25,25,0,0,,143,619,142,73,67,17,121,51,,9,4.23115,1.35106,7.58124,3.21832,2.35565,1.04316,0.19492,0.0827454,0.11217418313026428,,0.25451,0.297964,0.706645,4.21152,541.9000000000001,3.7895104895104903,556,3.888111888111888,1.73236,1.68602,13,305.2200012207031,24,NL,Cade Cavalli,676917,27473,27473
DET,Tigers,8,9,25,25,0,0,,144,610,141,76,70,21,120,46,,6,4.40881,1.30023,7.54694,2.866,2.63327,1.30351,0.197172,0.0748772,0.12229443341493607,,0.252271,0.28777,0.699582,4.4242,524.7000000000002,3.643750000000001,531,3.6875,1.72675,1.28021,12,658.8499755859375,6,AL,Justin Verlander,434378,8700,8700
ATL,Braves,8,8,24,34,0,1,,139,588,130,67,61,17,137,49,,4,3.96179,1.28627,8.84951,3.14311,2.81553,1.11319,0.232717,0.082655,0.15006229281425476,,0.243573,0.296834,0.725708,3.91104,600.5000000000001,4.3201438848920874,593,4.266187050359712,1.71995,1.94901,12,302.9100036621094,16,NL,Reynaldo López,625643,16400,16400
HOU,Astros,8,7,25,25,0,0,,147,628,132,76,69,19,146,61,,8,4.23179,1.31788,8.9404,3.75497,2.38095,1.19205,0.232198,0.0975232,0.13467492908239365,,0.236522,0.28642,0.707602,4.28083,595.8999999999999,4.053741496598638,573,3.8979591836734695,1.6994,1.4028,13,999.0,21,AL,Tatsuya Imai,837227,37124,37124
ATH,Athletics,9,11,29,29,0,0,,173,743,175,96,88,25,139,55,,11,4.609,1.33295,7.25233,2.86343,2.53274,1.31292,0.187134,0.0738859,0.11324819177389145,,0.25856,0.292258,0.687778,4.56381,597.7,3.454913294797688,620,3.5838150289017343,1.69871,1.30917,14,642.52001953125,10,AL,Luis Severino,622663,15890,15890
CLE,Guardians,8,7,24,24,0,0,,133,566,128,65,59,17,122,44,,6,4.01388,1.28838,8.19932,2.96604,2.7644,1.1244,0.214676,0.0776573,0.13701898604631424,,0.247832,0.294363,0.721716,4.06204,536.3,4.0323308270676685,538,4.045112781954887,1.62762,1.61459,13,294.17999267578125,5,AL,Parker Messick,800048,31986,31986
NYM,Mets,9,7,22,36,0,1,,136,577,117,65,59,16,141,59,,6,3.94008,1.2978,9.3532,3.89634,2.40051,1.08726,0.244499,0.101853,0.14264585077762604,,0.229112,0.284556,0.72824,4.05406,596.4000000000001,4.385294117647059,563,4.139705882352941,1.62009,1.66613,11,223.52000427246094,25,NL,Kodai Senga,673540,31838,31838
ARI,Diamondbacks,9,7,27,37,0,1,,162,681,160,83,76,22,134,44,,5,4.22103,1.2649,7.43444,2.46889,3.01125,1.21875,0.196368,0.0652116,0.1311565712094307,,0.253957,0.290959,0.702224,4.16162,637.1999999999998,3.9333333333333322,649,4.006172839506172,1.61508,1.83182,13,251.42999267578125,15,NL,Ryne Nelson,669194,26253,26253
KCR,Royals,9,9,27,27,0,0,,156,667,155,83,77,23,133,51,,6,4.41545,1.32124,7.64374,2.96187,2.58071,1.31312,0.198989,0.0771064,0.12188304960727692,,0.25448,0.291456,0.705451,4.44145,563.5000000000001,3.612179487179488,576,3.6923076923076925,1.60455,1.5434,13,493.1000061035156,7,AL,Seth Lugo,607625,12447,12447
CLE,Guardians,7,8,21,45,0,1,,135,575,120,64,59,16,142,58,,4,3.91807,1.31101,9.41346,3.83962,2.45166,1.06655,0.246133,0.100394,0.14573880285024643,,0.233077,0.291215,0.731649,3.94914,592.2,4.386666666666667,569,4.214814814814815,1.6043,1.57109,10,270.80999755859375,5,AL,Joey Cantillo,676282,23335,23335
PHI,Phillies,5,4,0,69,28,3,,69,280,56,24,22,6,79,21,,4,2.88649,1.11438,10.371,2.73831,3.78739,0.770332,0.282627,0.0746231,0.20800358057022095,,0.217769,0.291893,0.769968,3.01452,526.2,7.62608695652174,502,7.27536231884058,1.59718,2.01984,0,41.84000015258789,26,NL,Jhoan Duran,661395,21029,21029
CIN,Reds,5,4,14,14,0,0,,81,331,65,36,33,12,96,26,,5,3.69064,1.12624,10.7268,2.88998,3.71173,1.38471,0.291207,0.0784558,0.21275115013122559,,0.216738,0.27491,0.747125,3.8858,381.79999999999995,4.71358024691358,348,4.296296296296297,1.59384,1.6973,8,444.32000732421875,18,NL,Hunter Greene,668881,22182,22182
SFG,Giants,8,8,25,25,0,0,,144,606,138,70,64,18,119,45,,4,4.01133,1.27259,7.45609,2.81877,2.64515,1.10656,0.196733,0.074375,0.12235823273658752,,0.247945,0.286651,0.716184,4.10156,576.4000000000001,4.002777777777778,577,4.006944444444445,1.59052,1.88098,13,322.7200012207031,30,NL,Tyler Mahle,641816,16358,16358
COL,Rockies,7,12,29,29,0,0,,159,693,184,98,90,25,117,42,,6,5.12038,1.41934,6.61346,2.3744,2.78532,1.44227,0.168352,0.0604424,0.10790921375155449,,0.284225,0.313921,0.670248,4.64675,480.70000000000016,3.0232704402515735,560,3.5220125786163523,1.56245,1.37684,12,999.0,19,NL,Kyle Freeland,607536,16256,16256
CHC,Cubs,10,7,24,24,0,0,,132,552,120,62,57,17,114,42,,5,3.91234,1.22476,7.77752,2.83449,2.74388,1.15375,0.206562,0.075281,0.13128133118152618,,0.237724,0.275722,0.719662,4.1425,542.7000000000002,4.111363636363637,526,3.984848484848485,1.56186,1.99396,13,177.7100067138672,17,NL,Cade Horton,690990,31872,31872
KCR,Royals,9,8,25,25,0,0,,148,630,144,76,70,21,125,49,,5,4.24117,1.30086,7.60587,2.95632,2.57275,1.2744,0.199077,0.0773791,0.12169793993234634,,0.25046,0.286903,0.715243,4.37382,550.5000000000001,3.719594594594595,555,3.75,1.53198,1.73627,13,298.0,7,AL,Noah Cameron,702070,30184,30184
SEA,Mariners,9,8,25,25,0,0,,144,600,132,73,67,22,129,42,,5,4.17868,1.2066,8.06452,2.63015,3.06618,1.36303,0.215691,0.0703451,0.1453458070755005,,0.23892,0.274474,0.70576,4.2937,568.8000000000002,3.950000000000001,551,3.826388888888889,1.52965,1.0534,13,341.6000061035156,11,AL,Bryce Miller,682243,29837,29837
HOU,Astros,7,8,25,33,0,1,,137,576,125,68,63,20,132,48,,5,4.12008,1.26375,8.71602,3.14954,2.76739,1.31704,0.229858,0.0830592,0.14679835736751556,,0.238978,0.2833,0.723556,4.26896,551.8000000000002,4.027737226277374,534,3.897810218978102,1.52771,1.50346,12,237.9499969482422,21,AL,Mike Burrows,681347,24728,24728
STL,Cardinals,8,8,22,30,0,1,,134,564,139,67,62,15,91,32,,4,4.13599,1.27383,6.15204,2.13972,2.87516,1.03142,0.162164,0.0564019,0.10576251149177551,,0.262559,0.292726,0.695457,4.06528,523.6999999999999,3.90820895522388,553,4.126865671641791,1.5273,1.47715,10,715.3800048828125,28,NL,Michael McGreevy,700241,29869,29869
MIL,Brewers,7,8,25,25,0,0,,138,584,131,72,66,22,130,46,,6,4.33647,1.28858,8.49633,3.03228,2.80196,1.43751,0.222714,0.0794848,0.14322883635759354,,0.246439,0.287153,0.718193,4.45485,514.0,3.7246376811594204,508,3.681159420289855,1.50731,1.41664,12,288.6499938964844,23,NL,Chad Patrick,694477,30113,30113
CHC,Cubs,9,9,25,25,0,0,,148,619,149,80,73,24,115,35,,4,4.44388,1.23935,6.98948,2.12179,3.29414,1.4663,0.186,0.0564639,0.12953627482056618,,0.256439,0.282669,0.694827,4.48504,525.6,3.5513513513513515,541,3.6554054054054053,1.50033,1.15742,12,504.4700012207031,17,NL,Jameson Taillon,592791,11674,11674
LAD,Dodgers,5,3,0,65,35,3,,65,261,47,24,22,7,88,22,,4,3.05002,1.05925,12.2783,3.06149,4.01055,0.999614,0.338748,0.0844643,0.25428406894207,,0.19835,0.282797,0.764466,3.05658,557.6999999999999,8.579999999999998,519,7.984615384615385,1.5002,1.61011,0,33.0,22,NL,Edwin Díaz,621242,14710,14710
MIN,Twins,7,8,25,33,0,1,,141,604,136,78,72,20,127,54,,4,4.57807,1.34989,8.10747,3.44075,2.35631,1.30827,0.20993,0.0890925,0.1208372414112091,,0.249532,0.290394,0.695216,4.46377,527.8000000000001,3.7432624113475184,529,3.75177304964539,1.49807,0.936801,11,664.0399780273438,8,AL,Simeon Woods Richardson,680573,24494,24494
BAL,Orioles,9,9,25,33,0,1,,149,623,157,80,73,24,116,28,,5,4.42191,1.24399,7.01189,1.7183,4.08072,1.4259,0.186221,0.0456344,0.1405870020389557,,0.265861,0.295899,0.694537,4.30476,536.2,3.5986577181208057,570,3.825503355704698,1.49015,1.06227,11,395.20001220703125,2,AL,Zach Eflin,621107,13774,13774
STL,Cardinals,8,10,25,35,0,1,,156,668,146,81,74,19,140,58,,10,4.29702,1.3081,8.05038,3.34963,2.40336,1.11546,0.20888,0.0869114,0.12196819484233856,,0.243353,0.287172,0.695528,4.26655,621.1,3.9814102564102565,613,3.9294871794871793,1.48281,1.40363,12,414.6700134277344,28,NL,Dustin May,669160,19716,19716
STL,Cardinals,8,10,27,27,0,0,,148,630,148,78,72,19,122,46,,5,4.35303,1.30654,7.40791,2.76881,2.67549,1.18316,0.193518,0.07233,0.12118800729513168,,0.255537,0.293602,0.695605,4.23097,567.7,3.8358108108108113,584,3.945945945945946,1.48052,1.32859,13,410.2300109863281,28,NL,Matthew Liberatore,669461,22294,22294
ARI,Diamondbacks,8,8,22,30,0,1,,129,553,130,68,63,17,115,46,,3,4.41174,1.36644,8.05318,3.20259,2.51458,1.19585,0.208048,0.0827365,0.12531115859746933,,0.257767,0.303404,0.706209,4.21386,494.4999999999999,3.8333333333333326,511,3.9612403100775193,1.48001,1.26759,10,738.219970703125,15,NL,Eduardo Rodriguez,593958,13164,13164
MIA,Marlins,7,8,24,34,0,1,,140,595,137,73,67,19,128,46,,5,4.3161,1.31189,8.26381,2.97447,2.77825,1.25359,0.215577,0.0775947,0.137982539832592,,0.252196,0.297154,0.707881,4.2131,553.0999999999999,3.950714285714285,560,4.0,1.47887,1.46235,11,281.45001220703125,20,NL,Max Meyer,676974,27474,27474
PIT,Pirates,6,6,17,23,0,1,,99,416,90,48,44,13,103,33,,4,4.00063,1.23724,9.30684,2.97,3.13361,1.16703,0.246659,0.0787138,0.16794485598802567,,0.237646,0.292997,0.714284,3.87705,437.70000000000005,4.421212121212122,425,4.292929292929293,1.46131,1.44013,8,714.77001953125,27,NL,Jared Jones,683003,27863,27863
MIL,Brewers,8,7,22,22,0,0,,129,547,125,64,59,16,106,42,,5,4.14316,1.29893,7.39953,2.93202,2.52369,1.10139,0.193332,0.0766067,0.11672506481409073,,0.250469,0.289304,0.708183,4.18371,503.79999999999995,3.905426356589147,508,3.937984496124031,1.45584,1.66114,11,592.1400146484375,23,NL,Quinn Priester,682990,25977,25977
ATH,Athletics,8,7,22,22,0,0,,121,515,107,63,58,18,124,48,,7,4.29988,1.28625,9.21161,3.57851,2.57415,1.33499,0.240374,0.09338,0.14699406921863556,,0.233936,0.281828,0.711062,4.39452,478.8000000000001,3.9570247933884306,454,3.7520661157024793,1.4534,1.32135,11,409.239990234375,10,AL,Jacob Lopez,682052,25098,25098
BOS,Red Sox,4,4,0,61,31,2,,61,248,43,22,21,6,83,26,,2,3.06044,1.13551,12.3424,3.8477,3.20773,0.873182,0.33615,0.104794,0.23135626316070557,,0.195685,0.284225,0.766136,3.03865,510.8000000000001,8.373770491803281,472,7.737704918032787,1.45239,1.65165,0,64.55000305175781,3,AL,Aroldis Chapman,547973,10233,10233
WSN,Nationals,7,9,25,25,0,0,,147,618,153,80,74,24,110,31,,5,4.49178,1.24869,6.73784,1.90879,3.52989,1.48993,0.178436,0.05055,0.12788599729537964,,0.262656,0.287248,0.694452,4.53701,506.7999999999999,3.447619047619047,535,3.639455782312925,1.43897,1.23809,12,709.4099731445312,24,NL,Zack Littell,641793,15823,15823
SFG,Giants,8,8,25,25,0,0,,146,632,152,77,70,15,105,49,,7,4.34701,1.37788,6.50673,3.00594,2.16463,0.941028,0.166787,0.0770512,0.08973585814237595,,0.264016,0.300455,0.692555,4.19085,542.7,3.717123287671233,577,3.952054794520548,1.43252,1.28589,12,743.219970703125,30,NL,Adrian Houser,605288,12718,12718
TBR,Rays,9,9,21,46,0,1,,144,611,146,77,71,20,112,39,,6,4.4038,1.27736,6.95858,2.40369,2.89496,1.27511,0.182882,0.0631727,0.11970953643321991,,0.257707,0.289012,0.690912,4.35294,533.0000000000001,3.7013888888888897,553,3.8402777777777777,1.41186,1.04092,9,738.3400268554688,12,AL,Nick Martinez,607259,12730,12730
ATL,Braves,7,8,24,36,0,1,,145,620,137,74,68,19,144,55,,7,4.22028,1.33345,8.93472,3.44821,2.59112,1.20477,0.231432,0.0893176,0.1421148031949997,,0.246176,0.298661,0.718782,4.17765,589.0999999999999,4.062758620689655,584,4.027586206896552,1.40737,1.59241,11,369.45001220703125,16,NL,Grant Holmes,656550,16944,16944
CHC,Cubs,6,4,16,16,0,0,,85,349,77,37,34,10,80,22,,3,3.64351,1.17634,8.4914,2.39199,3.54993,1.03961,0.228845,0.0644648,0.16438058763742447,,0.238333,0.2879,0.725691,3.65658,390.8,4.597647058823529,380,4.470588235294118,1.39579,1.59832,9,605.5,17,NL,Justin Steele,657006,17312,17312
TEX,Rangers,6,8,22,36,0,1,,128,546,125,67,62,17,113,42,,6,4.32247,1.30217,7.9159,2.97674,2.65925,1.17094,0.206645,0.077708,0.1289367824792862,,0.250274,0.29296,0.696531,4.19208,499.1,3.89921875,505,3.9453125,1.38972,0.982443,10,720.72998046875,13,AL,Kumar Rocker,677958,31843,31843
HOU,Astros,3,3,0,66,4,13,,66,274,50,25,23,7,89,27,,4,3.12949,1.16255,12.054,3.71369,3.24584,0.887707,0.324185,0.0998771,0.22430778294801712,,0.204778,0.292825,0.765858,3.14659,429.30000000000007,6.504545454545456,396,6.0,1.38321,1.32356,0,181.6999969482422,21,AL,Bryan Abreu,650556,16609,16609
MIN,Twins,5,6,16,30,0,1,,98,408,95,48,45,14,96,25,,3,4.09493,1.23355,8.87636,2.32297,3.82112,1.31843,0.236396,0.0618656,0.17453022673726082,,0.250877,0.300848,0.718544,3.91879,418.0,4.26530612244898,420,4.285714285714286,1.33604,1.00147,7,488.6400146484375,8,AL,Zebby Matthews,805673,31827,31827
SFG,Giants,7,7,22,32,0,1,,124,535,118,61,56,13,116,50,,4,4.07315,1.35099,8.37735,3.59599,2.32963,0.969454,0.216678,0.0930094,0.12366843968629837,,0.246394,0.298883,0.715775,3.97709,524.8999999999999,4.233064516129031,525,4.233870967741935,1.33535,1.48828,10,690.0999755859375,30,NL,Landen Roupp,694738,30076,30076
CIN,Reds,6,7,21,30,0,1,,122,522,123,65,60,16,96,39,,5,4.42198,1.33244,7.10395,2.87167,2.47381,1.19062,0.184172,0.0744489,0.10972336679697037,,0.258289,0.29352,0.69592,4.36361,450.2000000000002,3.690163934426231,466,3.819672131147541,1.31866,1.32735,9,552.219970703125,18,NL,Rhett Lowder,695076,33876,33876
MIA,Marlins,6,7,17,17,0,0,,98,420,97,49,45,12,86,35,,3,4.0973,1.34176,7.8537,3.20213,2.45265,1.05928,0.203674,0.0830422,0.12063159793615341,,0.253073,0.298822,0.719565,4.08545,383.40000000000003,3.912244897959184,392,4.0,1.31726,1.32811,9,999.0,20,NL,Robby Snelling,702281,sa3020707,sa3020707
NYY,Yankees,7,8,21,42,0,1,,129,551,123,67,62,19,129,47,,5,4.28634,1.31122,8.9727,3.2364,2.77243,1.30399,0.233943,0.0843818,0.14956100285053253,,0.24643,0.296618,0.715953,4.22463,507.09999999999985,3.931007751937983,504,3.9069767441860463,1.31296,0.969767,9,285.04998779296875,9,AL,Will Warren,701542,30182,30182
NYM,Mets,4,4,0,63,32,3,,63,257,46,24,22,5,81,26,,3,3.20287,1.14211,11.6523,3.74888,3.10822,0.776369,0.316264,0.101751,0.21451310813426971,,0.200026,0.284591,0.739508,3.06625,532.1,8.446031746031746,497,7.888888888888889,1.30931,1.33625,0,59.470001220703125,25,NL,Devin Williams,642207,15816,15816
NYM,Mets,8,7,17,51,0,1,,126,524,111,63,58,19,133,38,,7,4.15201,1.18583,9.44976,2.74464,3.44299,1.32996,0.25296,0.073471,0.17948882281780243,,0.232366,0.282708,0.699097,4.03588,545.1,4.326190476190477,518,4.111111111111111,1.29437,0.949872,7,423.3599853515625,25,NL,Sean Manaea,640455,15873,15873
ATL,Braves,5,3,13,13,0,0,,71,288,65,31,29,9,69,15,,3,3.61979,1.11594,8.71413,1.8448,4.72363,1.1177,0.238839,0.0505626,0.18827644735574722,,0.238884,0.28915,0.7205,3.53469,329.7,4.643661971830986,322,4.535211267605634,1.28286,1.40218,7,743.1900024414062,16,NL,Spencer Schwellenbach,680885,31846,31846
NYY,Yankees,7,7,19,37,0,1,,119,501,109,58,53,17,115,40,,5,3.99525,1.24917,8.68219,3.02949,2.86589,1.28233,0.22975,0.0801673,0.149583138525486,,0.23873,0.283598,0.730356,4.18689,487.0999999999999,4.093277310924369,473,3.9747899159663866,1.27406,1.3204,9,232.55999755859375,9,AL,Ryan Weathers,677960,23796,23796
CHW,White Sox,7,10,27,27,0,0,,149,645,151,83,76,21,116,53,,7,4.60016,1.36734,7.00673,3.20152,2.18857,1.29619,0.179917,0.0822079,0.09770949184894562,,0.257958,0.289287,0.696369,4.66691,503.70000000000016,3.380536912751679,524,3.5167785234899327,1.25854,0.892796,12,999.0,4,AL,Davis Martin,663436,21448,21448
ATH,Athletics,7,8,24,24,0,0,,128,548,128,72,66,21,111,41,,6,4.67112,1.32199,7.78017,2.90409,2.67904,1.45518,0.201869,0.0753512,0.12651733309030533,,0.255624,0.290524,0.691699,4.62712,437.1000000000001,3.4148437500000006,448,3.5,1.25517,0.873617,11,748.5800170898438,10,AL,Aaron Civale,650644,19479,19479
STL,Cardinals,7,9,24,24,0,0,,131,572,135,69,64,13,91,51,,5,4.37623,1.41368,6.24097,3.47358,1.7967,0.860818,0.15912,0.0885624,0.07055740803480148,,0.260995,0.296027,0.691646,4.25241,472.5000000000001,3.6068702290076344,500,3.816793893129771,1.25257,1.18006,12,999.0,28,NL,Andre Pallante,669467,26108,26108
MIL,Brewers,4,3,0,71,19,7,,71,295,55,27,25,6,82,31,,4,3.17786,1.21067,10.4946,3.90506,2.68743,0.768914,0.279631,0.104052,0.17557969689369202,,0.210971,0.284456,0.757858,3.37802,490.5999999999999,6.909859154929576,459,6.464788732394366,1.23012,1.62557,0,167.27999877929688,23,NL,Abner Uribe,682842,25327,25327
TBR,Rays,7,7,14,57,0,1,,121,507,110,60,55,16,118,37,,6,4.08232,1.21212,8.72675,2.74417,3.18011,1.20282,0.232289,0.0730442,0.1592443808913231,,0.237664,0.285036,0.701538,4.00449,523.6000000000001,4.327272727272728,508,4.198347107438017,1.2215,0.991449,6,521.1400146484375,12,AL,Ian Seymour,693855,27932,27932
LAD,Dodgers,7,6,17,39,0,1,,115,492,105,58,53,15,110,46,,7,4.17355,1.31677,8.6409,3.63554,2.37679,1.16431,0.224099,0.0942866,0.12981251627206802,,0.238782,0.286627,0.715638,4.28106,458.5,3.9869565217391303,445,3.869565217391304,1.21703,1.11968,7,289.7200012207031,22,NL,Roki Sasaki,808963,35323,35323
